apprehension_date,Apprehension Method
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Law Enforcement Agency Response Unit
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,Non-Custodial Arrest
3/1/17,Probation and Parole
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,Probation and Parole
3/1/17,CAP State Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP State Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP State Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Law Enforcement Agency Response Unit
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Probation and Parole
3/1/17,Law Enforcement Agency Response Unit
3/1/17,Probation and Parole
3/1/17,Probation and Parole
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Located
3/1/17,Located
3/1/17,287(g) Program
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,287(g) Program
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,Other efforts
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Located
3/1/17,Law Enforcement Agency Response Unit
3/1/17,CAP Local Incarceration
3/1/17,ERO Reprocessed Arrest
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,CAP State Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,287(g) Program
3/1/17,Non-Custodial Arrest
3/1/17,CAP State Incarceration
3/1/17,CAP Local Incarceration
3/1/17,287(g) Program
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,287(g) Program
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,287(g) Program
3/1/17,Non-Custodial Arrest
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP State Incarceration
3/1/17,ERO Reprocessed Arrest
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP State Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Probation and Parole
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP State Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,287(g) Program
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Law Enforcement Agency Response Unit
3/1/17,CAP State Incarceration
3/1/17,Probation and Parole
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Non-Custodial Arrest
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Law Enforcement Agency Response Unit
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,287(g) Program
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,Other efforts
3/1/17,Law Enforcement Agency Response Unit
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,Law Enforcement Agency Response Unit
3/1/17,CAP Federal Incarceration
3/1/17,CAP State Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Located
3/1/17,287(g) Program
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,Probation and Parole
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP State Incarceration
3/1/17,ERO Reprocessed Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP State Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,ERO Reprocessed Arrest
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Probation and Parole
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,ERO Reprocessed Arrest
3/1/17,Located
3/1/17,287(g) Program
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,CAP State Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,Probation and Parole
3/1/17,Probation and Parole
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,287(g) Program
3/1/17,CAP Local Incarceration
3/1/17,287(g) Program
3/1/17,CAP Local Incarceration
3/1/17,Probation and Parole
3/1/17,Located
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,Other efforts
3/1/17,CAP Local Incarceration
3/1/17,Law Enforcement Agency Response Unit
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Non-Custodial Arrest
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,287(g) Program
3/1/17,Located
3/1/17,Located
3/1/17,287(g) Program
3/1/17,ERO Reprocessed Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,Law Enforcement Agency Response Unit
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Non-Custodial Arrest
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,Other efforts
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,287(g) Program
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Other Task Force
3/1/17,CAP Federal Incarceration
3/1/17,CAP State Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,ERO Reprocessed Arrest
3/1/17,Located
3/1/17,Located
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,Probation and Parole
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Law Enforcement Agency Response Unit
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,287(g) Program
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,287(g) Program
3/1/17,CAP State Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,287(g) Program
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,287(g) Program
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,287(g) Program
3/1/17,Non-Custodial Arrest
3/1/17,CAP State Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Law Enforcement Agency Response Unit
3/1/17,Probation and Parole
3/1/17,Non-Custodial Arrest
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,Located
3/1/17,CAP State Incarceration
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Other efforts
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP State Incarceration
3/1/17,Probation and Parole
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,ERO Reprocessed Arrest
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,Other efforts
3/1/17,Located
3/1/17,Located
3/1/17,CAP State Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Law Enforcement Agency Response Unit
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,Probation and Parole
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,Located
3/1/17,CAP State Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP State Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP State Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP State Incarceration
3/1/17,Probation and Parole
3/1/17,CAP Federal Incarceration
3/1/17,Non-Custodial Arrest
3/1/17,Law Enforcement Agency Response Unit
3/1/17,Non-Custodial Arrest
3/1/17,287(g) Program
3/1/17,Non-Custodial Arrest
3/1/17,Located
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Law Enforcement Agency Response Unit
3/1/17,Located
3/1/17,287(g) Program
3/1/17,Non-Custodial Arrest
3/1/17,CAP Federal Incarceration
3/1/17,Probation and Parole
3/1/17,Located
3/1/17,Non-Custodial Arrest
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,287(g) Program
3/1/17,CAP Federal Incarceration
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
3/1/17,Located
3/1/17,CAP Local Incarceration
3/1/17,CAP Local Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,CAP State Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP State Incarceration
2/28/17,Located
2/28/17,Located
2/28/17,CAP Local Incarceration
2/28/17,CAP Federal Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP State Incarceration
2/28/17,CAP Local Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,Non-Custodial Arrest
2/28/17,287(g) Program
2/28/17,287(g) Program
2/28/17,CAP Local Incarceration
2/28/17,Probation and Parole
2/28/17,CAP Federal Incarceration
2/28/17,287(g) Program
2/28/17,CAP Local Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,Non-Custodial Arrest
2/28/17,CAP Federal Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,Located
2/28/17,CAP Local Incarceration
2/28/17,CAP Federal Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,Other efforts
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Federal Incarceration
2/28/17,Located
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Federal Incarceration
2/28/17,287(g) Program
2/28/17,Located
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP State Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,Non-Custodial Arrest
2/28/17,287(g) Program
2/28/17,287(g) Program
2/28/17,CAP Local Incarceration
2/28/17,Located
2/28/17,Located
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,CAP Federal Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,CAP Federal Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,Non-Custodial Arrest
2/28/17,CAP State Incarceration
2/28/17,CAP Local Incarceration
2/28/17,Located
2/28/17,CAP Local Incarceration
2/28/17,Probation and Parole
2/28/17,CAP Local Incarceration
2/28/17,Located
2/28/17,Located
2/28/17,Located
2/28/17,CAP Federal Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Federal Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Federal Incarceration
2/28/17,CAP Local Incarceration
2/28/17,287(g) Program
2/28/17,Probation and Parole
2/28/17,Located
2/28/17,CAP Local Incarceration
2/28/17,CAP Federal Incarceration
2/28/17,CAP Federal Incarceration
2/28/17,CAP Federal Incarceration
2/28/17,287(g) Program
2/28/17,Located
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP State Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,Non-Custodial Arrest
2/28/17,CAP Federal Incarceration
2/28/17,287(g) Program
2/28/17,CAP Local Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,CAP Local Incarceration
2/28/17,CAP Federal Incarceration
2/28/17,CAP State Incarceration
2/28/17,CAP Local Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,Non-Custodial Arrest
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Federal Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,CAP State Incarceration
2/28/17,Probation and Parole
2/28/17,Probation and Parole
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
2/28/17,287(g) Program
2/28/17,Non-Custodial Arrest
2/28/17,CAP Federal Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,CAP Local Incarceration
2/28/17,Non-Custodial Arrest
2/28/17,Located
2/28/17,CAP State Incarceration
2/28/17,Other efforts
2/28/17,CAP Federal Incarceration
2/28/17,Located
2/28/17,CAP Local Incarceration
2/28/17,CAP Federal Incarceration
2/28/17,CAP Local Incarceration
2/28/17,CAP Local Incarceration
